correct,item,domain,pair_type,conclusion_form,scenario,template_id,premise,conclusion,rt,stimulus,response,trial_type,trial_index,plugin_version,time_elapsed,SESSION,PARTICIPANT,STIMULUS_VALID,STIMULUS_DOMAIN,STIMULUS_PAIR_TYPE
N,C23,control,conditional,,,,"If the door sensor malfunctions, the lights will stay on overnight.",The lights will turn off early in the evening.,10486,"Premise: If the door sensor malfunctions, the lights will stay on overnight. / Conclusion: The lights will turn off early in the evening.",n,html-keyboard-response,162,2.1.0,805934,EXPERIMENTAL,56d56e550b5634000bdc5703,N,control,conditional
Y,C39,control,presupposition,,,,Anne realized that the tire was flat.,The tire was flat.,4210,Premise: Anne realized that the tire was flat. / Conclusion: The tire was flat.,b,html-keyboard-response,164,2.1.0,811149,EXPERIMENTAL,56d56e550b5634000bdc5703,Y,control,presupposition
N,C08,control,conjunction,,,,The delivery truck stopped at the warehouse and unloaded several crates.,The delivery truck stopped at the supermarket.,5294,Premise: The delivery truck stopped at the warehouse and unloaded several crates. / Conclusion: The delivery truck stopped at the supermarket.,n,html-keyboard-response,166,2.1.0,817445,EXPERIMENTAL,56d56e550b5634000bdc5703,N,control,conjunction
Y,C29,control,quantifier,,,,There is a person who is an idol for everyone.,Everybody has an idol.,13203,Premise: There is a person who is an idol for everyone. / Conclusion: Everybody has an idol.,b,html-keyboard-response,168,2.1.0,831665,EXPERIMENTAL,56d56e550b5634000bdc5703,Y,control,quantifier
?,W35,want,want_mind_and,AND,,,Bailey wants to plant the herb seeds or mulch the garden bed.,Bailey has no objection to planting the herb seeds and has no objection to mulching the garden bed.,9626,Premise: Bailey wants to plant the herb seeds or mulch the garden bed. / Conclusion: Bailey has no objection to planting the herb seeds and has no objection to mulching the garden bed.,b,html-keyboard-response,170,2.1.0,842293,EXPERIMENTAL,56d56e550b5634000bdc5703,?,want,want_mind_and
?,M05,modal,allowed_single,B,,,Devin has permission to photograph the sculpture garden or to adjust the white balance.,Devin has permission to adjust the white balance.,8523,Premise: Devin has permission to photograph the sculpture garden or to adjust the white balance. / Conclusion: Devin has permission to adjust the white balance.,b,html-keyboard-response,172,2.1.0,851830,EXPERIMENTAL,56d56e550b5634000bdc5703,?,modal,allowed_single
Y,C28,control,quantifier,,,,There exists a book that has been read by everyone.,Everyone read at least one book.,16836,Premise: There exists a book that has been read by everyone. / Conclusion: Everyone read at least one book.,b,html-keyboard-response,174,2.1.0,869669,EXPERIMENTAL,56d56e550b5634000bdc5703,Y,control,quantifier
?,M07,modal,allowed_single,B,,,Sage is cleared to paint the background or cut the stencil.,Sage is cleared to cut the stencil.,5779,Premise: Sage is cleared to paint the background or cut the stencil. / Conclusion: Sage is cleared to cut the stencil.,b,html-keyboard-response,176,2.1.0,876457,EXPERIMENTAL,56d56e550b5634000bdc5703,?,modal,allowed_single
Y,C37,control,presupposition,,,,Mary visited her brother.,Mary has siblings.,2382,Premise: Mary visited her brother. / Conclusion: Mary has siblings.,b,html-keyboard-response,178,2.1.0,879842,EXPERIMENTAL,56d56e550b5634000bdc5703,Y,control,presupposition
N,C30,control,quantifier,,,,Some birds have long legs.,Some birds have long beaks.,4581,Premise: Some birds have long legs. / Conclusion: Some birds have long beaks.,n,html-keyboard-response,180,2.1.0,885425,EXPERIMENTAL,56d56e550b5634000bdc5703,N,control,quantifier
Y,C24,control,quantifier,,,,Some birds have long legs.,Some creatures with long legs are birds.,7464,Premise: Some birds have long legs. / Conclusion: Some creatures with long legs are birds.,b,html-keyboard-response,182,2.1.0,893903,EXPERIMENTAL,56d56e550b5634000bdc5703,Y,control,quantifier
?,W28,want,want_single,A,,,Alex wants to set up the tripod or test the shutter remote.,Alex wants to set up the tripod.,5083,Premise: Alex wants to set up the tripod or test the shutter remote. / Conclusion: Alex wants to set up the tripod.,b,html-keyboard-response,184,2.1.0,899994,EXPERIMENTAL,56d56e550b5634000bdc5703,?,want,want_single
Y,C05,control,conjunction,,,,The drone circled over the field and recorded the migrating birds.,The drone captured footage of the migrating birds.,7555,Premise: The drone circled over the field and recorded the migrating birds. / Conclusion: The drone captured footage of the migrating birds.,b,html-keyboard-response,186,2.1.0,908559,EXPERIMENTAL,56d56e550b5634000bdc5703,Y,control,conjunction
?,W38,want,want_mind_single,A,,,Casey wants to rehearse the presentation or edit the slide deck.,Casey would be okay with rehearsing the presentation.,6022,Premise: Casey wants to rehearse the presentation or edit the slide deck. / Conclusion: Casey would be okay with rehearsing the presentation.,b,html-keyboard-response,188,2.1.0,915588,EXPERIMENTAL,56d56e550b5634000bdc5703,?,want,want_mind_single
N,M19,modal,all_and,AND,,,All of them mounted the canvas or sanded the wooden edges.,"Some of them  mounted the canvas, and some of them sanded the wooden edges.",8590,"Premise: All of them mounted the canvas or sanded the wooden edges. / Conclusion: Some of them  mounted the canvas, and some of them sanded the wooden edges.",b,html-keyboard-response,190,2.1.0,925182,EXPERIMENTAL,56d56e550b5634000bdc5703,N,modal,all_and
N,C11,control,conjunction,,,,Olivia watered the houseplants and trimmed the yellow leaves.,Olivia met her colleagues for a late meeting.,6311,Premise: Olivia watered the houseplants and trimmed the yellow leaves. / Conclusion: Olivia met her colleagues for a late meeting.,n,html-keyboard-response,192,2.1.0,932499,EXPERIMENTAL,56d56e550b5634000bdc5703,N,control,conjunction
N,C42,control,presupposition,,,,Anne quit smoking last year.,Anne never smoked in the past.,4707,Premise: Anne quit smoking last year. / Conclusion: Anne never smoked in the past.,n,html-keyboard-response,194,2.1.0,938212,EXPERIMENTAL,56d56e550b5634000bdc5703,N,control,presupposition
?,W26,want,want_and,AND,,,Shiloh wants to confirm the hotel reservation or download the maps.,Shiloh wants to confirm the hotel reservation and wants to download the maps.,8309,Premise: Shiloh wants to confirm the hotel reservation or download the maps. / Conclusion: Shiloh wants to confirm the hotel reservation and wants to download the maps.,n,html-keyboard-response,196,2.1.0,947535,EXPERIMENTAL,56d56e550b5634000bdc5703,?,want,want_and
?,M11,modal,must_and,AND,,,Cameron is required to pack the carry-on bag or book the train tickets.,Cameron is allowed to pack the carry-on bag and is allowed to book the train tickets.,7975,Premise: Cameron is required to pack the carry-on bag or book the train tickets. / Conclusion: Cameron is allowed to pack the carry-on bag and is allowed to book the train tickets.,b,html-keyboard-response,198,2.1.0,956512,EXPERIMENTAL,56d56e550b5634000bdc5703,?,modal,must_and
?,M01,modal,allowed_and,AND,,,Kendall has permission to print the travel itinerary or to check the boarding times.,Kendall has permission to print the travel itinerary and has permission to check the boarding times.,12450,Premise: Kendall has permission to print the travel itinerary or to check the boarding times. / Conclusion: Kendall has permission to print the travel itinerary and has permission to check the boarding times.,b,html-keyboard-response,200,2.1.0,969966,EXPERIMENTAL,56d56e550b5634000bdc5703,?,modal,allowed_and
N,M20,modal,all_single,A,,,Everyone edited the raw photos or charged the camera batteries.,Some people edited the raw photos.,6826,Premise: Everyone edited the raw photos or charged the camera batteries. / Conclusion: Some people edited the raw photos.,b,html-keyboard-response,202,2.1.0,977803,EXPERIMENTAL,56d56e550b5634000bdc5703,N,modal,all_single
N,C22,control,conditional,,,,"If the lamp stops working, we will replace the bulb.",The bulb will be changed.,8794,"Premise: If the lamp stops working, we will replace the bulb. / Conclusion: The bulb will be changed.",n,html-keyboard-response,204,2.1.0,987602,EXPERIMENTAL,56d56e550b5634000bdc5703,N,control,conditional
?,W33,want,want_mind_and,AND,,,Ryan wants to scrub the tile grout or paint the hallway.,Ryan is fine with scrubbing the tile grout and is fine with painting the hallway.,5443,Premise: Ryan wants to scrub the tile grout or paint the hallway. / Conclusion: Ryan is fine with scrubbing the tile grout and is fine with painting the hallway.,b,html-keyboard-response,206,2.1.0,994055,EXPERIMENTAL,56d56e550b5634000bdc5703,?,want,want_mind_and
?,W39,want,want_mind_single,B,,,Remy wants to jog the trail loop or map the running route.,Remy has no objection to mapping the running route.,6087,Premise: Remy wants to jog the trail loop or map the running route. / Conclusion: Remy has no objection to mapping the running route.,b,html-keyboard-response,208,2.1.0,1001149,EXPERIMENTAL,56d56e550b5634000bdc5703,?,want,want_mind_single
N,C19,control,conditional,,,,"If Adam visits the new exhibition, he will take some photos.",Adam will go to see the new display.,9915,"Premise: If Adam visits the new exhibition, he will take some photos. / Conclusion: Adam will go to see the new display.",n,html-keyboard-response,210,2.1.0,1012071,EXPERIMENTAL,56d56e550b5634000bdc5703,N,control,conditional
?,M10,modal,must_and,AND,,,Riley is expected to boil the pasta or chop the vegetables.,Riley is free to boil the pasta and is free to chop the vegetables.,5069,Premise: Riley is expected to boil the pasta or chop the vegetables. / Conclusion: Riley is free to boil the pasta and is free to chop the vegetables.,b,html-keyboard-response,212,2.1.0,1018149,EXPERIMENTAL,56d56e550b5634000bdc5703,?,modal,must_and
N,C18,control,conditional,,,,"If the printer jams this morning, the reports will be delayed.",The device will power off on its own.,7052,"Premise: If the printer jams this morning, the reports will be delayed. / Conclusion: The device will power off on its own.",n,html-keyboard-response,214,2.1.0,1026210,EXPERIMENTAL,56d56e550b5634000bdc5703,N,control,conditional
Y,C03,control,conjunction,,,,The cyclist crossed the old bridge and took a break by the river.,The cyclist rested near the water.,5021,Premise: The cyclist crossed the old bridge and took a break by the river. / Conclusion: The cyclist rested near the water.,b,html-keyboard-response,216,2.1.0,1032234,EXPERIMENTAL,56d56e550b5634000bdc5703,Y,control,conjunction
Y,C13,control,conditional,,,,"Since Maria forgot her umbrella, she got soaked on her way home.",Maria didn’t take an umbrella with her.,4931,"Premise: Since Maria forgot her umbrella, she got soaked on her way home. / Conclusion: Maria didn’t take an umbrella with her.",b,html-keyboard-response,218,2.1.0,1038177,EXPERIMENTAL,56d56e550b5634000bdc5703,Y,control,conditional
Y,P02,control,conditional,,,0.0,"Since heavy fog covered the valley, the hikers lost visibility.",The hikers could no longer see their surroundings clearly.,10739,"Premise: Since heavy fog covered the valley, the hikers lost visibility. / Conclusion: The hikers could no longer see their surroundings clearly.",b,html-keyboard-response,2,2.1.0,61190,PRACTICE,6054cdc28222dc1ca6f58d8c,Y,control,conditional
Y,P04,control,quantifier,,,0.0,Some blondes have dark eyes.,Some people with dark eyes are blondes.,6779,Premise: Some blondes have dark eyes. / Conclusion: Some people with dark eyes are blondes.,b,html-keyboard-response,5,2.1.0,71452,PRACTICE,6054cdc28222dc1ca6f58d8c,Y,control,quantifier
N,P07,control,presupposition,,,0.0,Mark won a car race.,Mark has never participated in a car race.,6062,Premise: Mark won a car race. / Conclusion: Mark has never participated in a car race.,n,html-keyboard-response,8,2.1.0,81083,PRACTICE,6054cdc28222dc1ca6f58d8c,N,control,presupposition
Y,P06,control,presupposition,,,0.0,Alice won a car race.,Alice participated in a car race.,4126,Premise: Alice won a car race. / Conclusion: Alice participated in a car race.,b,html-keyboard-response,11,2.1.0,87546,PRACTICE,6054cdc28222dc1ca6f58d8c,Y,control,presupposition
N,P03,control,conditional,,,0.0,"If Laura finishes preparing the detailed report today, she will send it to the entire team.",Laura will send the report to the team.,8916,"Premise: If Laura finishes preparing the detailed report today, she will send it to the entire team. / Conclusion: Laura will send the report to the team.",b,html-keyboard-response,14,2.1.0,98818,PRACTICE,6054cdc28222dc1ca6f58d8c,N,control,conditional
N,P05,control,quantifier,,,0.0,Some blondes have dark eyes.,Some blondes have dark clothes.,4328,Premise: Some blondes have dark eyes. / Conclusion: Some blondes have dark clothes.,n,html-keyboard-response,17,2.1.0,107161,PRACTICE,6054cdc28222dc1ca6f58d8c,N,control,quantifier
Y,P00,control,conjunction,,,0.0,Sophia stopped by the bakery and bought fresh bread.,Sophia went to the bakery.,6442,Premise: Sophia stopped by the bakery and bought fresh bread. / Conclusion: Sophia went to the bakery.,n,html-keyboard-response,20,2.1.0,116158,PRACTICE,6054cdc28222dc1ca6f58d8c,Y,control,conjunction
N,P01,control,conjunction,,,0.0,The tourist visited the castle and photographed the courtyard.,The tourist visited the cathedral.,8819,Premise: The tourist visited the castle and photographed the courtyard. / Conclusion: The tourist visited the cathedral.,n,html-keyboard-response,23,2.1.0,127698,PRACTICE,6054cdc28222dc1ca6f58d8c,N,control,conjunction
Y,C14,control,conditional,,,,"Since the window remained open all night, the room became unusually cold.",The room’s temperature dropped significantly.,8548,"Premise: Since the window remained open all night, the room became unusually cold. / Conclusion: The room’s temperature dropped significantly.",b,html-keyboard-response,27,2.1.0,147005,EXPERIMENTAL,6054cdc28222dc1ca6f58d8c,Y,control,conditional
