correct,verb,item,condition,sentence,structure,subcondition,order,relation,logical_truth,item1,item2,item1_type,item2_type,tribe,feedback_correct,feedback_incorrect,rt,stimulus,response,trial_type,trial_index,plugin_version,time_elapsed,SESSION,PARTICIPANT,JATOS_STUDY_RESULT_ID,JATOS_STUDY_RESULT_UUID,JATOS_WORKER_ID,JATOS_START_DATE,JATOS_END_DATE,JATOS_DURATION,JATOS_STUDY_STATE,PROLIFIC_STUDY_ID,PROLIFIC_SESSION_ID,STIMULUS_CORRECT,STIMULUS_LOGICAL_TRUTH,STIMULUS_CONDITION,STIMULUS_SUBCONDITION,STIMULUS_ORDER
Y,prefer,PD54,PREFER_DIFFERENT,Matthew-the-Urbanite prefers to eat a sausage rather than an apple,preference,accepts_vs_dislikes,AB,gt,Y,a sausage,an apple,accepts,dislikes,Urbanite,,,2726,a sausage rather than an apple,b,html-keyboard-response,738,2.1.0,1059692,EXPERIMENTAL,5e11ff6f814bba8816cca900,2543,f1a9a8dd-9707-40ce-83d9-cc976b64be4c,2416,1768870489277,1768871573376,00:18:04,FINISHED,696e824812786c0f3a8b7680,696ece01f86e1edd1c0c3a54,Y,Y,PREFER_DIFFERENT,accepts_vs_dislikes,AB
Y,want,DC34,DOUBLE_CONTROL,Thomas-the-Urbanite wants to eat a lollipop or a cupcake,disjunction,wants|wants,BA,,Y,a lollipop,a cupcake,wants,wants,Urbanite,,,1642,a lollipop or a cupcake,b,html-keyboard-response,743,2.1.0,1063841,EXPERIMENTAL,5e11ff6f814bba8816cca900,2543,f1a9a8dd-9707-40ce-83d9-cc976b64be4c,2416,1768870489277,1768871573376,00:18:04,FINISHED,696e824812786c0f3a8b7680,696ece01f86e1edd1c0c3a54,Y,Y,DOUBLE_CONTROL,wants|wants,BA
N,prefer,PS85,PREFER_SAME,Elizabeth-the-Nomad prefers to eat a meatloaf rather than a sausage,preference,accepts_vs_accepts,AB,eq,N,a meatloaf,a sausage,accepts,accepts,Nomad,,,1847,a meatloaf rather than a sausage,n,html-keyboard-response,748,2.1.0,1068197,EXPERIMENTAL,5e11ff6f814bba8816cca900,2543,f1a9a8dd-9707-40ce-83d9-cc976b64be4c,2416,1768870489277,1768871573376,00:18:04,FINISHED,696e824812786c0f3a8b7680,696ece01f86e1edd1c0c3a54,N,N,PREFER_SAME,accepts_vs_accepts,AB
Y/N,want,EX105,EXPERIMENTAL,Steven-the-Nomad wants to eat a cake or a cherry,disjunction,wants|dislikes,BA,,NA,a cake,a cherry,dislikes,wants,Nomad,,,1708,a cake or a cherry,n,html-keyboard-response,753,2.1.0,1072413,EXPERIMENTAL,5e11ff6f814bba8816cca900,2543,f1a9a8dd-9707-40ce-83d9-cc976b64be4c,2416,1768870489277,1768871573376,00:18:04,FINISHED,696e824812786c0f3a8b7680,696ece01f86e1edd1c0c3a54,Y/N,NA,EXPERIMENTAL,wants|dislikes,BA
Y,prefer,PD68,PREFER_DIFFERENT,Robert-the-Nomad prefers to eat pork rather than caramel,preference,accepts_vs_dislikes,AB,gt,Y,pork,caramel,accepts,dislikes,Nomad,,,2425,pork rather than caramel,b,html-keyboard-response,758,2.1.0,1077346,EXPERIMENTAL,5e11ff6f814bba8816cca900,2543,f1a9a8dd-9707-40ce-83d9-cc976b64be4c,2416,1768870489277,1768871573376,00:18:04,FINISHED,696e824812786c0f3a8b7680,696ece01f86e1edd1c0c3a54,Y,Y,PREFER_DIFFERENT,accepts_vs_dislikes,AB
N,prefer,PS87,PREFER_SAME,Daniel-the-Nomad prefers to eat a mango rather than an orange,preference,wants_vs_wants,AB,eq,N,a mango,an orange,wants,wants,Nomad,,,1861,a mango rather than an orange,n,html-keyboard-response,763,2.1.0,1081716,EXPERIMENTAL,5e11ff6f814bba8816cca900,2543,f1a9a8dd-9707-40ce-83d9-cc976b64be4c,2416,1768870489277,1768871573376,00:18:04,FINISHED,696e824812786c0f3a8b7680,696ece01f86e1edd1c0c3a54,N,N,PREFER_SAME,wants_vs_wants,AB
N,want,PR15,DOUBLE_CONTROL,Sandra-the-Nomad wants to eat a cupcake or a cake,disjunction,dislikes|dislikes,BA,,N,a cupcake,a cake,dislikes,dislikes,Nomad,Your answer is correct. Sandra-the-Nomad never wants to eat sweets.,Your answer is incorrect. Sandra-the-Nomad never wants to eat sweets.,7716,a cupcake or a cake,n,html-keyboard-response,4,2.1.0,102996,PRACTICE,5f80767f60e5e20a089f322a,2544,d9b43414-0abc-4f1f-84db-50235b5b09c3,2417,1768870623554,1768871517529,00:14:53,FINISHED,696e824812786c0f3a8b7680,696ed2844fc82b279b0814ea,N,N,DOUBLE_CONTROL,dislikes|dislikes,BA
Y,want,PR5,SINGLE_CONTROL,Elizabeth-the-Nomad wants to eat a cherry,single,wants,single,,Y,a cherry,,wants,,Nomad,Your answer is correct. Elizabeth-the-Nomad always wants to eat fruit.,Your answer is incorrect. Elizabeth-the-Nomad always wants to eat fruit.,3204,a cherry,b,html-keyboard-response,10,2.1.0,111968,PRACTICE,5f80767f60e5e20a089f322a,2544,d9b43414-0abc-4f1f-84db-50235b5b09c3,2417,1768870623554,1768871517529,00:14:53,FINISHED,696e824812786c0f3a8b7680,696ed2844fc82b279b0814ea,Y,Y,SINGLE_CONTROL,wants,single
N,prefer,PR30,PREFER_SAME,Emily-the-Nomad prefers to eat a strawberry rather than a peach,preference,wants_vs_wants,AB,eq,N,a strawberry,a peach,wants,wants,Nomad,Your answer is correct. Emily-the-Nomad equally likes a strawberry and a peach.,Your answer is incorrect. Emily-the-Nomad equally likes a strawberry and a peach.,3082,a strawberry rather than a peach,n,html-keyboard-response,16,2.1.0,121671,PRACTICE,5f80767f60e5e20a089f322a,2544,d9b43414-0abc-4f1f-84db-50235b5b09c3,2417,1768870623554,1768871517529,00:14:53,FINISHED,696e824812786c0f3a8b7680,696ed2844fc82b279b0814ea,N,N,PREFER_SAME,wants_vs_wants,AB
N,want,PR2,SINGLE_CONTROL,Christopher-the-Urbanite wants to eat a cranberry,single,dislikes,single,,N,a cranberry,,dislikes,,Urbanite,Your answer is correct. Christopher-the-Urbanite never wants to eat fruit.,Your answer is incorrect. Christopher-the-Urbanite never wants to eat fruit.,3173,a cranberry,n,html-keyboard-response,22,2.1.0,130449,PRACTICE,5f80767f60e5e20a089f322a,2544,d9b43414-0abc-4f1f-84db-50235b5b09c3,2417,1768870623554,1768871517529,00:14:53,FINISHED,696e824812786c0f3a8b7680,696ed2844fc82b279b0814ea,N,N,SINGLE_CONTROL,dislikes,single
Y,want,PR4,SINGLE_CONTROL,Barbara-the-Nomad wants to eat a pear,single,wants,single,,Y,a pear,,wants,,Nomad,Your answer is correct. Barbara-the-Nomad always wants to eat fruit.,Your answer is incorrect. Barbara-the-Nomad always wants to eat fruit.,2560,a pear,b,html-keyboard-response,28,2.1.0,137993,PRACTICE,5f80767f60e5e20a089f322a,2544,d9b43414-0abc-4f1f-84db-50235b5b09c3,2417,1768870623554,1768871517529,00:14:53,FINISHED,696e824812786c0f3a8b7680,696ed2844fc82b279b0814ea,Y,Y,SINGLE_CONTROL,wants,single
N,want,PR14,DOUBLE_CONTROL,Matthew-the-Nomad wants to eat a cupcake or a lollipop,disjunction,dislikes|dislikes,AB,,N,a cupcake,a lollipop,dislikes,dislikes,Nomad,Your answer is correct. Matthew-the-Nomad never wants to eat sweets.,Your answer is incorrect. Matthew-the-Nomad never wants to eat sweets.,2708,a cupcake or a lollipop,n,html-keyboard-response,34,2.1.0,145502,PRACTICE,5f80767f60e5e20a089f322a,2544,d9b43414-0abc-4f1f-84db-50235b5b09c3,2417,1768870623554,1768871517529,00:14:53,FINISHED,696e824812786c0f3a8b7680,696ed2844fc82b279b0814ea,N,N,DOUBLE_CONTROL,dislikes|dislikes,AB
N,prefer,PR31,PREFER_SAME,Jessica-the-Nomad prefers to eat a grapefruit rather than a strawberry,preference,wants_vs_wants,AB,eq,N,a grapefruit,a strawberry,wants,wants,Nomad,Your answer is correct. Jessica-the-Nomad equally likes a grapefruit and a strawberry.,Your answer is incorrect. Jessica-the-Nomad equally likes a grapefruit and a strawberry.,1746,a grapefruit rather than a strawberry,n,html-keyboard-response,40,2.1.0,151364,PRACTICE,5f80767f60e5e20a089f322a,2544,d9b43414-0abc-4f1f-84db-50235b5b09c3,2417,1768870623554,1768871517529,00:14:53,FINISHED,696e824812786c0f3a8b7680,696ed2844fc82b279b0814ea,N,N,PREFER_SAME,wants_vs_wants,AB
N,prefer,PR26,PREFER_SAME,Donna-the-Urbanite prefers to eat a muffin rather than a cake,preference,wants_vs_wants,AB,eq,N,a muffin,a cake,wants,wants,Urbanite,Your answer is correct. Donna-the-Urbanite equally likes a muffin and a cake.,Your answer is incorrect. Donna-the-Urbanite equally likes a muffin and a cake.,1418,a muffin rather than a cake,b,html-keyboard-response,46,2.1.0,157063,PRACTICE,5f80767f60e5e20a089f322a,2544,d9b43414-0abc-4f1f-84db-50235b5b09c3,2417,1768870623554,1768871517529,00:14:53,FINISHED,696e824812786c0f3a8b7680,696ed2844fc82b279b0814ea,N,N,PREFER_SAME,wants_vs_wants,AB
Y,prefer,PR18,PREFER_DIFFERENT,Anthony-the-Urbanite prefers to eat a donut rather than ribs,preference,wants_vs_accepts,AB,gt,Y,a donut,ribs,wants,accepts,Urbanite,Your answer is correct. Anthony-the-Urbanite always prefers sweets to meat.,Your answer is incorrect. Anthony-the-Urbanite always prefers sweets to meat.,2004,a donut rather than ribs,n,html-keyboard-response,52,2.1.0,163677,PRACTICE,5f80767f60e5e20a089f322a,2544,d9b43414-0abc-4f1f-84db-50235b5b09c3,2417,1768870623554,1768871517529,00:14:53,FINISHED,696e824812786c0f3a8b7680,696ed2844fc82b279b0814ea,Y,Y,PREFER_DIFFERENT,wants_vs_accepts,AB
N,prefer,PR25,PREFER_SAME,Steven-the-Urbanite prefers to eat a meatloaf rather than a sausage,preference,accepts_vs_accepts,AB,eq,N,a meatloaf,a sausage,accepts,accepts,Urbanite,Your answer is correct. Steven-the-Urbanite equally likes a meatloaf and a sausage.,Your answer is incorrect. Steven-the-Urbanite equally likes a meatloaf and a sausage.,2594,a meatloaf rather than a sausage,n,html-keyboard-response,58,2.1.0,170859,PRACTICE,5f80767f60e5e20a089f322a,2544,d9b43414-0abc-4f1f-84db-50235b5b09c3,2417,1768870623554,1768871517529,00:14:53,FINISHED,696e824812786c0f3a8b7680,696ed2844fc82b279b0814ea,N,N,PREFER_SAME,accepts_vs_accepts,AB
N,prefer,PR21,PREFER_DIFFERENT,Lisa-the-Nomad prefers to eat a chocolate rather than a burger,preference,dislikes_vs_accepts,BA,lt,N,a chocolate,a burger,dislikes,accepts,Nomad,Your answer is correct. Lisa-the-Nomad never prefers sweets to meat.,Your answer is incorrect. Lisa-the-Nomad never prefers sweets to meat.,4512,a chocolate rather than a burger,n,html-keyboard-response,64,2.1.0,179453,PRACTICE,5f80767f60e5e20a089f322a,2544,d9b43414-0abc-4f1f-84db-50235b5b09c3,2417,1768870623554,1768871517529,00:14:53,FINISHED,696e824812786c0f3a8b7680,696ed2844fc82b279b0814ea,N,N,PREFER_DIFFERENT,dislikes_vs_accepts,BA
N,prefer,PR17,PREFER_DIFFERENT,Susan-the-Urbanite prefers to eat an orange rather than ribs,preference,dislikes_vs_accepts,BA,lt,N,an orange,ribs,dislikes,accepts,Urbanite,Your answer is correct. Susan-the-Urbanite never prefers fruit to meat.,Your answer is incorrect. Susan-the-Urbanite never prefers fruit to meat.,2828,an orange rather than ribs,n,html-keyboard-response,70,2.1.0,187075,PRACTICE,5f80767f60e5e20a089f322a,2544,d9b43414-0abc-4f1f-84db-50235b5b09c3,2417,1768870623554,1768871517529,00:14:53,FINISHED,696e824812786c0f3a8b7680,696ed2844fc82b279b0814ea,N,N,PREFER_DIFFERENT,dislikes_vs_accepts,BA
Y,want,PR12,DOUBLE_CONTROL,Linda-the-Nomad wants to eat a cranberry or a grapefruit,disjunction,wants|wants,AB,,Y,a cranberry,a grapefruit,wants,wants,Nomad,Your answer is correct. Linda-the-Nomad always wants to eat fruit.,Your answer is incorrect. Linda-the-Nomad always wants to eat fruit.,2586,a cranberry or a grapefruit,b,html-keyboard-response,76,2.1.0,193392,PRACTICE,5f80767f60e5e20a089f322a,2544,d9b43414-0abc-4f1f-84db-50235b5b09c3,2417,1768870623554,1768871517529,00:14:53,FINISHED,696e824812786c0f3a8b7680,696ed2844fc82b279b0814ea,Y,Y,DOUBLE_CONTROL,wants|wants,AB
Y,prefer,PR16,PREFER_DIFFERENT,Ashley-the-Urbanite prefers to eat a hotdog rather than a cherry,preference,accepts_vs_dislikes,AB,gt,Y,a hotdog,a cherry,accepts,dislikes,Urbanite,Your answer is correct. Ashley-the-Urbanite always prefers meat to fruit.,Your answer is incorrect. Ashley-the-Urbanite always prefers meat to fruit.,3503,a hotdog rather than a cherry,b,html-keyboard-response,82,2.1.0,201566,PRACTICE,5f80767f60e5e20a089f322a,2544,d9b43414-0abc-4f1f-84db-50235b5b09c3,2417,1768870623554,1768871517529,00:14:53,FINISHED,696e824812786c0f3a8b7680,696ed2844fc82b279b0814ea,Y,Y,PREFER_DIFFERENT,accepts_vs_dislikes,AB
N,want,PR7,SINGLE_CONTROL,Daniel-the-Nomad wants to eat caramel,single,dislikes,single,,N,caramel,,dislikes,,Nomad,Your answer is correct. Daniel-the-Nomad never wants to eat sweets.,Your answer is incorrect. Daniel-the-Nomad never wants to eat sweets.,3135,caramel,n,html-keyboard-response,88,2.1.0,208458,PRACTICE,5f80767f60e5e20a089f322a,2544,d9b43414-0abc-4f1f-84db-50235b5b09c3,2417,1768870623554,1768871517529,00:14:53,FINISHED,696e824812786c0f3a8b7680,696ed2844fc82b279b0814ea,N,N,SINGLE_CONTROL,dislikes,single
N,prefer,PR29,PREFER_SAME,James-the-Nomad prefers to eat beef rather than pork,preference,accepts_vs_accepts,AB,eq,N,beef,pork,accepts,accepts,Nomad,Your answer is correct. James-the-Nomad equally likes beef and pork.,Your answer is incorrect. James-the-Nomad equally likes beef and pork.,1226,beef rather than pork,n,html-keyboard-response,94,2.1.0,214124,PRACTICE,5f80767f60e5e20a089f322a,2544,d9b43414-0abc-4f1f-84db-50235b5b09c3,2417,1768870623554,1768871517529,00:14:53,FINISHED,696e824812786c0f3a8b7680,696ed2844fc82b279b0814ea,N,N,PREFER_SAME,accepts_vs_accepts,AB
N,want,PR3,SINGLE_CONTROL,Dorothy-the-Urbanite wants to eat an apple,single,dislikes,single,,N,an apple,,dislikes,,Urbanite,Your answer is correct. Dorothy-the-Urbanite never wants to eat fruit.,Your answer is incorrect. Dorothy-the-Urbanite never wants to eat fruit.,2578,an apple,n,html-keyboard-response,100,2.1.0,220237,PRACTICE,5f80767f60e5e20a089f322a,2544,d9b43414-0abc-4f1f-84db-50235b5b09c3,2417,1768870623554,1768871517529,00:14:53,FINISHED,696e824812786c0f3a8b7680,696ed2844fc82b279b0814ea,N,N,SINGLE_CONTROL,dislikes,single
N,prefer,PR19,PREFER_DIFFERENT,Jennifer-the-Urbanite prefers to eat pork rather than a brownie,preference,accepts_vs_wants,BA,lt,N,pork,a brownie,accepts,wants,Urbanite,Your answer is correct. Jennifer-the-Urbanite never prefers meat to sweets.,Your answer is incorrect. Jennifer-the-Urbanite never prefers meat to sweets.,2791,pork rather than a brownie,n,html-keyboard-response,106,2.1.0,226694,PRACTICE,5f80767f60e5e20a089f322a,2544,d9b43414-0abc-4f1f-84db-50235b5b09c3,2417,1768870623554,1768871517529,00:14:53,FINISHED,696e824812786c0f3a8b7680,696ed2844fc82b279b0814ea,N,N,PREFER_DIFFERENT,accepts_vs_wants,BA
Y,want,PR8,DOUBLE_CONTROL,William-the-Urbanite wants to eat a donut or caramel,disjunction,wants|wants,AB,,Y,a donut,caramel,wants,wants,Urbanite,Your answer is correct. William-the-Urbanite always wants to eat sweets.,Your answer is incorrect. William-the-Urbanite always wants to eat sweets.,1539,a donut or caramel,n,html-keyboard-response,112,2.1.0,231802,PRACTICE,5f80767f60e5e20a089f322a,2544,d9b43414-0abc-4f1f-84db-50235b5b09c3,2417,1768870623554,1768871517529,00:14:53,FINISHED,696e824812786c0f3a8b7680,696ed2844fc82b279b0814ea,Y,Y,DOUBLE_CONTROL,wants|wants,AB
Y,want,PR13,DOUBLE_CONTROL,Andrew-the-Nomad wants to eat a cranberry or an apple,disjunction,wants|wants,BA,,Y,a cranberry,an apple,wants,wants,Nomad,Your answer is correct. Andrew-the-Nomad always wants to eat fruit.,Your answer is incorrect. Andrew-the-Nomad always wants to eat fruit.,2192,a cranberry or an apple,b,html-keyboard-response,118,2.1.0,239947,PRACTICE,5f80767f60e5e20a089f322a,2544,d9b43414-0abc-4f1f-84db-50235b5b09c3,2417,1768870623554,1768871517529,00:14:53,FINISHED,696e824812786c0f3a8b7680,696ed2844fc82b279b0814ea,Y,Y,DOUBLE_CONTROL,wants|wants,BA
Y,want,PR1,SINGLE_CONTROL,Michael-the-Urbanite wants to eat a cookie,single,wants,single,,Y,a cookie,,wants,,Urbanite,Your answer is correct. Michael-the-Urbanite always wants to eat sweets.,Your answer is incorrect. Michael-the-Urbanite always wants to eat sweets.,1231,a cookie,b,html-keyboard-response,124,2.1.0,245561,PRACTICE,5f80767f60e5e20a089f322a,2544,d9b43414-0abc-4f1f-84db-50235b5b09c3,2417,1768870623554,1768871517529,00:14:53,FINISHED,696e824812786c0f3a8b7680,696ed2844fc82b279b0814ea,Y,Y,SINGLE_CONTROL,wants,single
Y,prefer,PR22,PREFER_DIFFERENT,Kimberly-the-Nomad prefers to eat a cranberry rather than a burger,preference,wants_vs_accepts,AB,gt,Y,a cranberry,a burger,wants,accepts,Nomad,Your answer is correct. Kimberly-the-Nomad always prefers fruit to meat.,Your answer is incorrect. Kimberly-the-Nomad always prefers fruit to meat.,2824,a cranberry rather than a burger,b,html-keyboard-response,130,2.1.0,251898,PRACTICE,5f80767f60e5e20a089f322a,2544,d9b43414-0abc-4f1f-84db-50235b5b09c3,2417,1768870623554,1768871517529,00:14:53,FINISHED,696e824812786c0f3a8b7680,696ed2844fc82b279b0814ea,Y,Y,PREFER_DIFFERENT,wants_vs_accepts,AB
Y,want,PR0,SINGLE_CONTROL,Charles-the-Urbanite wants to eat a chocolate,single,wants,single,,Y,a chocolate,,wants,,Urbanite,Your answer is correct. Charles-the-Urbanite always wants to eat sweets.,Your answer is incorrect. Charles-the-Urbanite always wants to eat sweets.,1947,a chocolate,b,html-keyboard-response,136,2.1.0,257297,PRACTICE,5f80767f60e5e20a089f322a,2544,d9b43414-0abc-4f1f-84db-50235b5b09c3,2417,1768870623554,1768871517529,00:14:53,FINISHED,696e824812786c0f3a8b7680,696ed2844fc82b279b0814ea,Y,Y,SINGLE_CONTROL,wants,single
N,prefer,PR28,PREFER_SAME,Robert-the-Nomad prefers to eat pork rather than ribs,preference,accepts_vs_accepts,AB,eq,N,pork,ribs,accepts,accepts,Nomad,Your answer is correct. Robert-the-Nomad equally likes pork and ribs.,Your answer is incorrect. Robert-the-Nomad equally likes pork and ribs.,1560,pork rather than ribs,b,html-keyboard-response,142,2.1.0,262505,PRACTICE,5f80767f60e5e20a089f322a,2544,d9b43414-0abc-4f1f-84db-50235b5b09c3,2417,1768870623554,1768871517529,00:14:53,FINISHED,696e824812786c0f3a8b7680,696ed2844fc82b279b0814ea,N,N,PREFER_SAME,accepts_vs_accepts,AB
N,want,PR11,DOUBLE_CONTROL,Sarah-the-Urbanite wants to eat a strawberry or a grapefruit,disjunction,dislikes|dislikes,BA,,N,a strawberry,a grapefruit,dislikes,dislikes,Urbanite,Your answer is correct. Sarah-the-Urbanite never wants to eat fruit.,Your answer is incorrect. Sarah-the-Urbanite never wants to eat fruit.,1868,a strawberry or a grapefruit,n,html-keyboard-response,148,2.1.0,270637,PRACTICE,5f80767f60e5e20a089f322a,2544,d9b43414-0abc-4f1f-84db-50235b5b09c3,2417,1768870623554,1768871517529,00:14:53,FINISHED,696e824812786c0f3a8b7680,696ed2844fc82b279b0814ea,N,N,DOUBLE_CONTROL,dislikes|dislikes,BA
N,prefer,PR27,PREFER_SAME,Betty-the-Urbanite prefers to eat caramel rather than a muffin,preference,wants_vs_wants,AB,eq,N,caramel,a muffin,wants,wants,Urbanite,Your answer is correct. Betty-the-Urbanite equally likes caramel and a muffin.,Your answer is incorrect. Betty-the-Urbanite equally likes caramel and a muffin.,2347,caramel rather than a muffin,b,html-keyboard-response,154,2.1.0,276543,PRACTICE,5f80767f60e5e20a089f322a,2544,d9b43414-0abc-4f1f-84db-50235b5b09c3,2417,1768870623554,1768871517529,00:14:53,FINISHED,696e824812786c0f3a8b7680,696ed2844fc82b279b0814ea,N,N,PREFER_SAME,wants_vs_wants,AB
N,prefer,PR24,PREFER_SAME,Joshua-the-Urbanite prefers to eat a sausage rather than a meatball,preference,accepts_vs_accepts,AB,eq,N,a sausage,a meatball,accepts,accepts,Urbanite,Your answer is correct. Joshua-the-Urbanite equally likes a sausage and a meatball.,Your answer is incorrect. Joshua-the-Urbanite equally likes a sausage and a meatball.,3423,a sausage rather than a meatball,n,html-keyboard-response,160,2.1.0,285627,PRACTICE,5f80767f60e5e20a089f322a,2544,d9b43414-0abc-4f1f-84db-50235b5b09c3,2417,1768870623554,1768871517529,00:14:53,FINISHED,696e824812786c0f3a8b7680,696ed2844fc82b279b0814ea,N,N,PREFER_SAME,accepts_vs_accepts,AB
N,prefer,PR23,PREFER_DIFFERENT,Karen-the-Nomad prefers to eat a kebab rather than an apple,preference,accepts_vs_wants,BA,lt,N,a kebab,an apple,accepts,wants,Nomad,Your answer is correct. Karen-the-Nomad never prefers meat to fruit.,Your answer is incorrect. Karen-the-Nomad never prefers meat to fruit.,2105,a kebab rather than an apple,n,html-keyboard-response,166,2.1.0,292700,PRACTICE,5f80767f60e5e20a089f322a,2544,d9b43414-0abc-4f1f-84db-50235b5b09c3,2417,1768870623554,1768871517529,00:14:53,FINISHED,696e824812786c0f3a8b7680,696ed2844fc82b279b0814ea,N,N,PREFER_DIFFERENT,accepts_vs_wants,BA
N,want,PR10,DOUBLE_CONTROL,Patricia-the-Urbanite wants to eat a strawberry or a peach,disjunction,dislikes|dislikes,AB,,N,a strawberry,a peach,dislikes,dislikes,Urbanite,Your answer is correct. Patricia-the-Urbanite never wants to eat fruit.,Your answer is incorrect. Patricia-the-Urbanite never wants to eat fruit.,1782,a strawberry or a peach,n,html-keyboard-response,172,2.1.0,298288,PRACTICE,5f80767f60e5e20a089f322a,2544,d9b43414-0abc-4f1f-84db-50235b5b09c3,2417,1768870623554,1768871517529,00:14:53,FINISHED,696e824812786c0f3a8b7680,696ed2844fc82b279b0814ea,N,N,DOUBLE_CONTROL,dislikes|dislikes,AB
N,want,PR6,SINGLE_CONTROL,Nancy-the-Nomad wants to eat a muffin,single,dislikes,single,,N,a muffin,,dislikes,,Nomad,Your answer is correct. Nancy-the-Nomad never wants to eat sweets.,Your answer is incorrect. Nancy-the-Nomad never wants to eat sweets.,1198,a muffin,n,html-keyboard-response,178,2.1.0,303014,PRACTICE,5f80767f60e5e20a089f322a,2544,d9b43414-0abc-4f1f-84db-50235b5b09c3,2417,1768870623554,1768871517529,00:14:53,FINISHED,696e824812786c0f3a8b7680,696ed2844fc82b279b0814ea,N,N,SINGLE_CONTROL,dislikes,single
Y,prefer,PR20,PREFER_DIFFERENT,Mary-the-Nomad prefers to eat a steak rather than a brownie,preference,accepts_vs_dislikes,AB,gt,Y,a steak,a brownie,accepts,dislikes,Nomad,Your answer is correct. Mary-the-Nomad always prefers meat to sweets.,Your answer is incorrect. Mary-the-Nomad always prefers meat to sweets.,3519,a steak rather than a brownie,b,html-keyboard-response,184,2.1.0,310279,PRACTICE,5f80767f60e5e20a089f322a,2544,d9b43414-0abc-4f1f-84db-50235b5b09c3,2417,1768870623554,1768871517529,00:14:53,FINISHED,696e824812786c0f3a8b7680,696ed2844fc82b279b0814ea,Y,Y,PREFER_DIFFERENT,accepts_vs_dislikes,AB
Y,want,PR9,DOUBLE_CONTROL,Margaret-the-Urbanite wants to eat a donut or a brownie,disjunction,wants|wants,BA,,Y,a donut,a brownie,wants,wants,Urbanite,Your answer is correct. Margaret-the-Urbanite always wants to eat sweets.,Your answer is incorrect. Margaret-the-Urbanite always wants to eat sweets.,2002,a donut or a brownie,b,html-keyboard-response,190,2.1.0,315838,PRACTICE,5f80767f60e5e20a089f322a,2544,d9b43414-0abc-4f1f-84db-50235b5b09c3,2417,1768870623554,1768871517529,00:14:53,FINISHED,696e824812786c0f3a8b7680,696ed2844fc82b279b0814ea,Y,Y,DOUBLE_CONTROL,wants|wants,BA
Y,want,DC48,DOUBLE_CONTROL,William-the-Nomad wants to eat a plum or a mango,disjunction,wants|wants,AB,,Y,a plum,a mango,wants,wants,Nomad,,,2149,a plum or a mango,b,html-keyboard-response,197,2.1.0,344088,EXPERIMENTAL,5f80767f60e5e20a089f322a,2544,d9b43414-0abc-4f1f-84db-50235b5b09c3,2417,1768870623554,1768871517529,00:14:53,FINISHED,696e824812786c0f3a8b7680,696ed2844fc82b279b0814ea,Y,Y,DOUBLE_CONTROL,wants|wants,AB
N,want,DC22,DOUBLE_CONTROL,Kimberly-the-Urbanite wants to eat a grapefruit or a cranberry,disjunction,dislikes|dislikes,BA,,N,a grapefruit,a cranberry,dislikes,dislikes,Urbanite,,,2207,a grapefruit or a cranberry,n,html-keyboard-response,202,2.1.0,348840,EXPERIMENTAL,5f80767f60e5e20a089f322a,2544,d9b43414-0abc-4f1f-84db-50235b5b09c3,2417,1768870623554,1768871517529,00:14:53,FINISHED,696e824812786c0f3a8b7680,696ed2844fc82b279b0814ea,N,N,DOUBLE_CONTROL,dislikes|dislikes,BA
N,prefer,PS85,PREFER_SAME,Elizabeth-the-Nomad prefers to eat a meatloaf rather than a sausage,preference,accepts_vs_accepts,AB,eq,N,a meatloaf,a sausage,accepts,accepts,Nomad,,,1560,a meatloaf rather than a sausage,n,html-keyboard-response,207,2.1.0,352936,EXPERIMENTAL,5f80767f60e5e20a089f322a,2544,d9b43414-0abc-4f1f-84db-50235b5b09c3,2417,1768870623554,1768871517529,00:14:53,FINISHED,696e824812786c0f3a8b7680,696ed2844fc82b279b0814ea,N,N,PREFER_SAME,accepts_vs_accepts,AB
